#caseId; HolidayType; Price; NumberOfPersons; Region; Transportation; Duration; Season; Accommodation; Hotel
Journey287;Active;2758;2;Crete;Plane;14;June;ThreeStars;Hotel Gortyna, Crete
Journey288;Bathing;3198;2;Crete;Plane;14;June;FourStars;Hotel Fodele Beach, Crete
Journey289;Bathing;2298;2;Crete;Plane;7;May;FourStars;Hotel Fodele Beach, Crete
Journey290;Bathing;6609;3;Crete;Plane;21;July;FourStars;Hotel Bali Paradise, Crete
Journey291;Active;4068;3;Crete;Plane;14;August;FourStars;Hotel Bali Paradise, Crete
Journey292;Active;4463;3;Crete;Plane;21;June;FourStars;Hotel Europa Beach, Crete
Journey293;Education;3038;2;Crete;Plane;14;May;FourStars;Hotel Europa Beach, Crete
Journey294;Bathing;2263;3;Rhodes;Plane;14;May;TwoStars;Studios Argiro, Rhodes
Journey295;Bathing;2428;2;Rhodes;Plane;21;June;TwoStars;Studios Argiro, Rhodes
Journey296;Bathing;2263;3;Rhodes;Plane;7;July;ThreeStars;Hotel Dafni, Rhodes
Journey297;Bathing;3553;4;Rhodes;Plane;14;August;ThreeStars;Hotel Dafni, Rhodes
Journey298;Bathing;2791;3;Rhodes;Plane;14;July;ThreeStars;Hotel Dafni, Rhodes
Journey299;Recreation;1968;2;Rhodes;Plane;7;May;ThreeStars;Hotel Kalithea Sun, Rhodes
Journey300;Active;2758;2;Rhodes;Plane;14;June;ThreeStars;Hotel Kalithea Sun, Rhodes
Journey301;Active;4364;3;Rhodes;Plane;21;July;ThreeStars;Hotel Kalithea Sun, Rhodes
Journey302;Education;2478;2;Rhodes;Plane;14;October;ThreeStars;Hotel Kalithea Sun, Rhodes
Journey303;Bathing;3869;3;Rhodes;Plane;14;July;FourStars;Hotel Columbia Resort, Rhodes
Journey304;Bathing;3958;2;Rhodes;Plane;21;September;FourStars;Hotel Columbia Resort, Rhodes
Journey305;Bathing;4925;4;Rhodes;Plane;14;August;FourStars;Hotel Columbia Resort, Rhodes
Journey306;Active;3498;2;Rhodes;Plane;14;July;FourStars;Hotel Paradise Beach, Rhodes
Journey307;Recreation;2298;2;Rhodes;Plane;7;June;FourStars;Hotel Paradise Beach, Rhodes
Journey308;Education;3098;2;Rhodes;Plane;14;September;FourStars;Hotel Paradise Beach, Rhodes
Journey309;Education;2068;4;England;Car;14;June;HolidayFlat;H.Flat England
Journey310;Language;3582;6;England;Car;21;July;HolidayFlat;H.Flat England
Journey311;Language;2398;8;England;Car;14;August;HolidayFlat;H.Flat England
Journey312;Recreation;2298;7;England;Car;14;September;HolidayFlat;H.Flat England
Journey313;Recreation;3297;6;England;Car;21;July;HolidayFlat;H.Flat England
Journey314;Education;3208;8;Ireland;Car;14;August;HolidayFlat;H.Flat Ireland
Journey315;Language;2592;6;Ireland;Car;21;June;HolidayFlat;H.Flat Ireland
Journey316;Language;2048;7;Ireland;Car;14;July;HolidayFlat;H.Flat Ireland
Journey317;Recreation;2388;4;Ireland;Car;14;August;HolidayFlat;H.Flat Ireland
Journey318;Recreation;2457;8;Ireland;Car;21;September;HolidayFlat;H.Flat Ireland
Journey319;Education;2458;3;Scotland;Car;14;June;HolidayFlat;H.Flat Scotland
Journey320;Language;3282;2;Scotland;Car;21;July;HolidayFlat;H.Flat Scotland
Journey321;Language;3878;6;Scotland;Car;14;August;HolidayFlat;H.Flat Scotland
Journey322;Recreation;2738;2;Scotland;Car;14;September;HolidayFlat;H.Flat Scotland
Journey323;Recreation;2248;2;Scotland;Car;21;July;HolidayFlat;H.Flat Scotland
Journey324;Education;1808;5;Wales;Car;14;June;HolidayFlat;H.Flat Wales
Journey325;Language;3732;5;Wales;Car;21;July;HolidayFlat;H.Flat Wales
Journey326;Language;2628;6;Wales;Car;14;August;HolidayFlat;H.Flat Wales
Journey327;Recreation;1888;6;Wales;Car;14;September;HolidayFlat;H.Flat Wales
Journey328;Recreation;3297;6;Wales;Car;21;July;HolidayFlat;H.Flat Wales
Journey329;Bathing;1408;6;NorthSea;Car;14;June;HolidayFlat;H.Flat North Sea, Holland
Journey330;Bathing;649;5;NorthSea;Car;7;July;HolidayFlat;H.Flat North Sea, Holland
Journey331;Bathing;1478;3;NorthSea;Car;14;August;HolidayFlat;H.Flat North Sea, Holland
Journey332;Active;1598;4;NorthSea;Car;14;July;HolidayFlat;H.Flat North Sea, Holland
Journey333;Recreation;559;6;NorthSea;Train;7;August;HolidayFlat;H.Flat North Sea, Holland
Journey334;Recreation;1198;3;NorthSea;Train;14;September;HolidayFlat;H.Flat North Sea, Holland
Journey335;Active;514;5;NorthSea;Bus;7;June;HolidayFlat;H.Flat North Sea, Holland
Journey336;Bathing;474;5;NorthSea;Car;3;June;HolidayFlat;H.Flat North Sea, Holland
Journey337;Bathing;539;4;NorthSea;Car;3;May;HolidayFlat;H.Flat North Sea, Holland
Journey338;Bathing;329;6;NorthSea;Car;3;June;HolidayFlat;H.Flat North Sea, Holland
Journey339;Active;3280;4;Holland;Car;14;April;HolidayFlat;Park Gran Dorado, Holland
Journey340;Active;790;2;Holland;Train;7;May;HolidayFlat;Park Gran Dorado, Holland
Journey341;Active;2620;4;Holland;Train;14;June;HolidayFlat;Park Gran Dorado, Holland
Journey342;Active;1900;5;Holland;Train;14;October;HolidayFlat;Park Gran Dorado, Holland
Journey343;Recreation;2760;4;Holland;Train;14;July;HolidayFlat;Park Gran Dorado, Holland
Journey344;Recreation;1580;6;Holland;Bus;7;August;HolidayFlat;Park Gran Dorado, Holland
Journey345;Recreation;2468;2;Holland;Bus;14;September;HolidayFlat;Park Gran Dorado, Holland
Journey346;Recreation;2780;4;Holland;Bus;14;July;HolidayFlat;Park Gran Dorado, Holland
Journey347;Recreation;485;2;Holland;Bus;3;May;HolidayFlat;Park Gran Dorado, Holland
Journey348;Recreation;735;4;Holland;Bus;4;June;HolidayFlat;Park Gran Dorado, Holland
Journey349;Recreation;705;6;Holland;Bus;3;September;HolidayFlat;Park Gran Dorado, Holland
Journey350;Bathing;1438;2;AdriaticSea;Car;14;June;TwoStars;Hotel Mexico, Adriatic Sea
Journey351;Bathing;1375;3;AdriaticSea;Car;7;July;TwoStars;Hotel Tropic, Adriatic Sea
Journey352;Bathing;1547;4;AdriaticSea;Car;14;August;TwoStars;Hotel Mexico, Adriatic Sea
Journey353;Bathing;1238;2;AdriaticSea;Car;14;September;TwoStars;Hotel Mexico, Adriatic Sea
Journey354;Bathing;2311;3;AdriaticSea;Car;14;August;TwoStars;Hotel Tropic, Adriatic Sea
Journey355;Active;1193;3;AdriaticSea;Car;7;July;TwoStars;Hotel Sporting, Adriatic Sea
Journey356;Recreation;1758;2;AdriaticSea;Car;21;May;TwoStars;Hotel Sporting, Adriatic Sea
Journey357;Bathing;1678;2;AdriaticSea;Car;14;July;ThreeStars;Hotel Nautilus, Adriatic Sea
Journey358;Bathing;1349;4;AdriaticSea;Car;7;August;ThreeStars;Hotel Nautilus, Adriatic Sea
Journey359;Recreation;1278;2;AdriaticSea;Car;14;June;ThreeStars;Hotel Nautilus, Adriatic Sea
Journey360;Bathing;679;6;AdriaticSea;Car;7;June;HolidayFlat;H.Flat Adriatic Sea
Journey361;Bathing;699;4;AdriaticSea;Car;7;July;HolidayFlat;H.Flat Adriatic Sea
Journey362;Bathing;1139;5;AdriaticSea;Car;7;August;HolidayFlat;H.Flat Adriatic Sea
Journey363;Bathing;439;6;AdriaticSea;Car;14;September;HolidayFlat;H.Flat Adriatic Sea
Journey364;Bathing;598;2;AdriaticSea;Car;14;May;HolidayFlat;H.Flat Adriatic Sea
Journey365;Bathing;1538;3;AdriaticSea;Car;14;July;HolidayFlat;H.Flat Adriatic Sea
Journey366;Active;998;4;AdriaticSea;Car;14;June;HolidayFlat;H.Flat Adriatic Sea
Journey367;Active;1359;8;AdriaticSea;Car;7;August;HolidayFlat;H.Flat Adriatic Sea
Journey368;Recreation;798;3;AdriaticSea;Car;14;September;HolidayFlat;H.Flat Adriatic Sea
Journey369;Recreation;399;6;AdriaticSea;Car;7;June;HolidayFlat;H.Flat Adriatic Sea
Journey370;Recreation;1608;2;LakeGarda;Car;14;May;TwoStars;Hotel Palme, Lake Garda
Journey371;Recreation;1838;2;LakeGarda;Car;14;June;TwoStars;Hotel Marco Polo, Lake Garda
Journey372;Recreation;1593;4;LakeGarda;Car;7;July;TwoStars;Hotel Palme, Lake Garda
Journey373;Bathing;2897;3;LakeGarda;Car;14;August;ThreeStars;Hotel Excelsior Bay, Lake Garda
Journey374;Active;1098;2;LakeGarda;Car;7;September;ThreeStars;Hotel Excelsior Bay, Lake Garda
Journey375;Active;2897;3;LakeGarda;Car;14;June;ThreeStars;Hotel Royal, Lake Garda
Journey376;Wandering;5497;3;LakeGarda;Car;21;July;ThreeStars;Hotel Royal, Lake Garda
Journey377;Recreation;2118;2;LakeGarda;Car;14;September;FourStars;Hotel Olimpo, Lake Garda
Journey378;Recreation;3138;2;LakeGarda;Car;21;May;FourStars;Hotel Olimpo, Lake Garda
Journey379;Wandering;3678;3;LakeGarda;Car;14;July;FourStars;Hotel Leonardo, Lake Garda
Journey380;Recreation;798;4;LakeGarda;Car;14;May;HolidayFlat;H.Flat Gardasee, Italy
Journey381;Recreation;1398;5;LakeGarda;Car;14;June;HolidayFlat;H.Flat Gardasee, Italy
Journey382;Recreation;479;6;LakeGarda;Car;7;July;HolidayFlat;H.Flat Gardasee, Italy
Journey383;Recreation;624;2;LakeGarda;Car;7;August;HolidayFlat;H.Flat Gardasee, Italy
Journey384;Active;579;3;LakeGarda;Car;7;September;HolidayFlat;H.Flat Gardasee, Italy
Journey385;Active;884;6;LakeGarda;Car;7;July;HolidayFlat;H.Flat Gardasee, Italy
Journey386;Active;928;2;LakeGarda;Car;14;June;HolidayFlat;H.Flat Gardasee, Italy
Journey387;Bathing;1099;3;LakeGarda;Car;7;August;HolidayFlat;H.Flat Gardasee, Italy
Journey388;Wandering;599;4;LakeGarda;Car;7;September;HolidayFlat;H.Flat Gardasee, Italy
Journey389;Wandering;1078;2;LakeGarda;Car;14;June;HolidayFlat;H.Flat Gardasee, Italy
Journey390;Bathing;1178;2;Riviera;Car;14;July;OneStar;Hotel Tritone, Ital. Riviera
Journey391;Bathing;622;3;Riviera;Car;7;August;OneStar;Hotel Tritone, Ital. Riviera
Journey392;Recreation;648;2;Riviera;Car;7;April;TwoStars;Hotel Al Sole, Ital. Riviera
Journey393;Recreation;1508;2;Riviera;Car;14;June;TwoStars;Hotel Al Sole, Ital. Riviera
Journey394;Bathing;747;3;Riviera;Car;7;September;TwoStars;Hotel La Vela, Ital. Riviera
Journey395;Bathing;2222;4;Riviera;Car;14;July;TwoStars;Hotel La Vela, Ital. Riviera
Journey396;Bathing;869;5;Riviera;Car;7;July;HolidayFlat;H.Flat Riviera, Italy
Journey397;Bathing;484;3;Riviera;Car;7;August;HolidayFlat;H.Flat Riviera, Italy
Journey398;Bathing;599;2;Riviera;Car;14;September;HolidayFlat;H.Flat Riviera, Italy
Journey399;Bathing;2678;4;Riviera;Car;14;August;HolidayFlat;H.Flat Riviera, Italy
Journey400;Bathing;1738;3;Riviera;Car;14;July;HolidayFlat;H.Flat Riviera, Italy
Journey401;Recreation;429;6;Riviera;Car;7;June;HolidayFlat;H.Flat Riviera, Italy
Journey402;Recreation;1088;6;Riviera;Car;14;May;HolidayFlat;H.Flat Riviera, Italy
Journey403;Active;529;4;Riviera;Car;7;June;HolidayFlat;H.Flat Riviera, Italy
Journey404;Active;1588;2;Riviera;Car;14;July;HolidayFlat;H.Flat Riviera, Italy
Journey405;Wandering;1258;2;Tyrol;Car;14;June;TwoStars;Pension garni Toni, South Tyrol
Journey406;Recreation;822;3;Tyrol;Car;7;May;TwoStars;Pension garni Toni, South Tyrol
Journey407;Wandering;1499;3;Tyrol;Car;14;July;ThreeStars;Hotel Untersteinerhof, South Tyrol
Journey408;Wandering;718;2;Tyrol;Car;7;September;ThreeStars;Hotel Untersteinerhof, South Tyrol
Journey409;Recreation;1528;2;Tyrol;Car;14;August;ThreeStars;Gasthof Adler, South Tyrol
Journey410;Active;798;2;Tyrol;Car;7;July;ThreeStars;Gasthof Adler, South Tyrol
Journey411;Wandering;1479;3;Tyrol;Car;7;June;FourStars;Posthotel Weisses Roessel, South Tyrol
Journey412;Wandering;2658;2;Tyrol;Car;14;July;FourStars;Posthotel Weisses Roessel, South Tyrol
Journey413;Recreation;1997;4;Tyrol;Car;7;September;FourStars;Hotel Nido, South Tyrol
Journey414;Recreation;2888;2;Tyrol;Car;14;June;FourStars;Hotel Nido, South Tyrol
Journey415;Wandering;439;4;Tyrol;Car;7;June;HolidayFlat;H.Flat Tirol, Italy
Journey416;Wandering;319;3;Tyrol;Car;7;July;HolidayFlat;H.Flat Tirol, Italy
Journey417;Recreation;769;6;Tyrol;Car;7;August;HolidayFlat;H.Flat Tirol, Italy
Journey418;Recreation;1398;4;Tyrol;Car;14;September;HolidayFlat;H.Flat Tirol, Italy
Journey419;Active;559;4;Tyrol;Car;7;May;HolidayFlat;H.Flat Tirol, Italy
Journey420;Language;2039;1;Malta;Plane;21;September;TwoStars;Sprachkurs, Malta
Journey421;Language;4078;2;Malta;Plane;21;July;TwoStars;Sprachkurs, Malta
Journey422;Language;1539;1;Malta;Plane;14;August;TwoStars;Sprachkurs, Malta
Journey423;Bathing;1598;2;Malta;Plane;14;June;TwoStars;Hotel Viking, Malta
Journey424;Language;2039;1;Malta;Plane;21;September;ThreeStars;Sprachkurs, Malta
Journey425;Bathing;3637;3;Malta;Plane;14;July;ThreeStars;Hotel Calypso, Malta
Journey426;Bathing;4476;4;Malta;Plane;14;August;ThreeStars;Hotel Calypso, Malta
Journey427;Bathing;4729;3;Malta;Plane;21;July;ThreeStars;Hotel Calypso, Malta
Journey428;Active;3078;2;Malta;Plane;14;September;ThreeStars;Hotel Atlantis, Malta
Journey429;Recreation;3518;2;Malta;Plane;21;May;ThreeStars;Hotel Atlantis, Malta
Journey430;Bathing;4147;3;Malta;Plane;14;August;FourStars;Hotel Suncrest, Malta
Journey431;Bathing;3978;2;Malta;Plane;21;June;FourStars;Hotel Suncrest, Malta
Journey432;Active;3267;4;Malta;Plane;7;July;FourStars;Hotel Suncrest, Malta
Journey433;Active;4391;3;Malta;Plane;14;August;FourStars;Hotel Cornucopia, Malta
Journey434;Recreation;3278;2;Malta;Plane;14;May;FourStars;Hotel Cornucopia, Malta
Journey435;Wandering;1008;2;Carinthia;Car;14;May;TwoStars;Pension Linde, Carinthia
Journey436;Wandering;538;3;Carinthia;Car;7;June;TwoStars;Pension Linde, Carinthia
Journey437;Recreation;1472;3;Carinthia;Car;14;July;TwoStars;Pension Seehof, Carinthia
Journey438;Recreation;1438;2;Carinthia;Car;21;August;TwoStars;Pension Seehof, Carinthia
Journey439;Wandering;1498;2;Carinthia;Car;14;September;ThreeStars;Aktivhotel Alte Muehle, Carinthia
Journey440;Wandering;1326;5;Carinthia;Car;7;August;ThreeStars;Ferienhotel Eichenhof, Carinthia
Journey441;Wandering;1247;3;Carinthia;Car;7;July;ThreeStars;Ferienhotel Eichenhof, Carinthia
Journey442;Recreation;1058;2;Carinthia;Car;7;June;ThreeStars;Hotel Ebner, Carinthia
Journey443;Recreation;1698;2;Carinthia;Car;14;May;ThreeStars;Hotel Ebner, Carinthia
Journey444;Active;2572;3;Carinthia;Car;14;July;ThreeStars;Aktivhotel Alte Muehle, Carinthia
Journey445;Wandering;499;4;Carinthia;Car;7;May;HolidayFlat;H.Flat Kaernten
Journey446;Wandering;1049;6;Carinthia;Car;7;June;HolidayFlat;H.Flat Kaernten
Journey447;Wandering;779;4;Carinthia;Car;7;July;HolidayFlat;H.Flat Kaernten
Journey448;Wandering;1858;3;Carinthia;Car;14;August;HolidayFlat;H.Flat Kaernten
Journey449;Recreation;1149;6;Carinthia;Car;7;September;HolidayFlat;H.Flat Kaernten
Journey450;Recreation;559;3;Carinthia;Car;7;May;HolidayFlat;H.Flat Kaernten
Journey451;Recreation;1073;2;Carinthia;Car;14;June;HolidayFlat;H.Flat Kaernten
Journey452;Recreation;1358;3;Carinthia;Car;14;July;HolidayFlat;H.Flat Kaernten
Journey453;Active;829;6;Carinthia;Car;7;August;HolidayFlat;H.Flat Kaernten
Journey454;Active;579;4;Carinthia;Car;7;September;HolidayFlat;H.Flat Kaernten
Journey455;Wandering;778;2;SalzbergerLand;Car;14;May;TwoStars;Pension Claudia, Salzb. Land
Journey456;Recreation;418;2;SalzbergerLand;Car;7;June;TwoStars;Pension Claudia, Salzb. Land
Journey457;Wandering;1572;3;SalzbergerLand;Car;14;July;ThreeStars;Hotel Tauernhof, Salzb. Land
Journey458;Active;837;4;SalzbergerLand;Car;7;August;ThreeStars;Hotel Tauernhof, Salzb. Land
Journey459;Wandering;718;2;SalzbergerLand;Car;7;September;ThreeStars;Gasthof Bachschmied, Salzb. Land
Journey460;Recreation;2038;2;SalzbergerLand;Car;21;May;ThreeStars;Gasthof Bachschmied, Salzb. Land
Journey461;Wandering;1538;3;SalzbergerLand;Car;14;June;FourStars;Hotel Eschbacher, Salzb. Land
Journey462;Recreation;2322;3;SalzbergerLand;Car;14;July;FourStars;Hotel Eschbacher, Salzb. Land
Journey463;Wandering;2127;4;SalzbergerLand;Car;7;August;FourStars;Hotel Norica, Salzb. Land
Journey464;Active;2627;3;SalzbergerLand;Car;14;September;FourStars;Hotel Norica, Salzb. Land
Journey465;Wandering;1798;2;SalzbergerLand;Car;7;July;FiveStars;Alpnerresidenz, Salzb. Land
Journey466;Recreation;1518;2;SalzbergerLand;Car;7;June;FiveStars;Alpnerresidenz, Salzb. Land
Journey467;Wandering;684;4;SalzbergerLand;Car;7;May;HolidayFlat;H.Flat Salzb. Land
Journey468;Wandering;729;6;SalzbergerLand;Car;7;June;HolidayFlat;H.Flat Salzb. Land
Journey469;Wandering;699;4;SalzbergerLand;Car;7;July;HolidayFlat;H.Flat Salzb. Land
Journey470;Wandering;349;2;SalzbergerLand;Car;14;August;HolidayFlat;H.Flat Salzb. Land
Journey471;Recreation;354;3;SalzbergerLand;Car;7;September;HolidayFlat;H.Flat Salzb. Land
Journey472;Recreation;399;2;SalzbergerLand;Car;7;August;HolidayFlat;H.Flat Salzb. Land
Journey473;Recreation;719;6;SalzbergerLand;Car;7;July;HolidayFlat;H.Flat Salzb. Land
Journey474;Recreation;1223;4;SalzbergerLand;Car;14;June;HolidayFlat;H.Flat Salzb. Land
Journey475;Active;484;3;SalzbergerLand;Car;7;July;HolidayFlat;H.Flat Salzb. Land
Journey476;Active;1228;4;SalzbergerLand;Car;14;June;HolidayFlat;H.Flat Salzb. Land
Journey477;Wandering;898;2;Styria;Car;14;June;TwoStars;Gasthof Mayer, Styria
Journey478;Recreation;478;3;Styria;Car;7;May;TwoStars;Gasthof Mayer, Styria
Journey479;Wandering;2372;3;Styria;Car;14;July;ThreeStars;Hotel Berghof, Styria
Journey480;Wandering;1227;4;Styria;Car;7;August;ThreeStars;Hotel Berghof, Styria
Journey481;Active;1578;2;Styria;Car;14;September;ThreeStars;Hotel Berghof, Styria
Journey482;Wandering;847;3;Styria;Car;7;May;FourStars;Hotel Haeuserl am Wald, Styria
Journey483;Recreation;678;2;Styria;Car;7;June;FourStars;Hotel Haeuserl am Wald, Styria
Journey484;Wandering;379;2;Styria;Car;7;July;HolidayFlat;H.Flat Styria
Journey485;Wandering;369;4;Styria;Car;7;August;HolidayFlat;H.Flat Styria
Journey486;Wandering;708;2;Styria;Car;14;September;HolidayFlat;H.Flat Styria
Journey487;Recreation;569;6;Styria;Car;7;August;HolidayFlat;H.Flat Styria
Journey488;Recreation;379;4;Styria;Car;7;July;HolidayFlat;H.Flat Styria
Journey489;Recreation;429;4;Styria;Car;7;June;HolidayFlat;H.Flat Styria
Journey490;Recreation;348;2;Styria;Car;14;May;HolidayFlat;H.Flat Styria
Journey491;Active;909;4;Styria;Car;7;July;HolidayFlat;H.Flat Styria
Journey492;Wandering;548;2;Tyrol;Car;7;May;OneStar;Gasthof Edelweiss, Tyrol
Journey493;Wandering;685;3;Tyrol;Car;7;June;OneStar;Gasthof Edelweiss, Tyrol
Journey494;Wandering;897;4;Tyrol;Car;7;July;TwoStars;Gasthof Post, Tyrol
Journey495;Wandering;2322;3;Tyrol;Car;14;August;TwoStars;Pension Tannenhof, Tyrol
Journey496;Recreation;698;2;Tyrol;Car;7;September;TwoStars;Gasthof Sonne, Tyrol
Journey497;Wandering;798;2;Tyrol;Car;7;August;ThreeStars;Gasthof Panorama, Tyrol
Journey498;Wandering;1808;2;Tyrol;Car;14;July;ThreeStars;Gasthof Panorama, Tyrol
Journey499;Recreation;1972;3;Tyrol;Car;14;June;ThreeStars;Ferienhotel Neuwirt, Tyrol
Journey500;Active;818;2;Tyrol;Car;7;June;ThreeStars;Ferienhotel Neuwirt, Tyrol
Journey501;Wandering;738;2;Tyrol;Car;7;May;FourStars;Hotel Wastlhof, Tyrol
Journey502;Wandering;3267;4;Tyrol;Car;14;July;FourStars;Hotel Klausen, Tyrol
Journey503;Recreation;1571;5;Tyrol;Car;7;August;FourStars;Hotel Unterwirt, Tyrol
Journey504;Wandering;1198;2;Tyrol;Car;7;September;FiveStars;Hotel Alpenresidence, Tyrol
Journey505;Recreation;1847;3;Tyrol;Car;7;July;FiveStars;Hotel Alpenresidence, Tyrol
Journey506;Active;3098;3;Tyrol;Car;14;August;FiveStars;Aparthotel Hopfgarten
Journey507;Wandering;449;3;Tyrol;Car;7;May;HolidayFlat;H.Flat Tyrol
Journey508;Wandering;654;5;Tyrol;Car;7;June;HolidayFlat;H.Flat Tyrol
Journey509;Wandering;539;4;Tyrol;Car;7;July;HolidayFlat;H.Flat Tyrol
Journey510;Wandering;609;5;Tyrol;Car;7;August;HolidayFlat;H.Flat Tyrol
Journey511;Wandering;484;2;Tyrol;Car;7;September;HolidayFlat;H.Flat Tyrol
Journey512;Wandering;789;6;Tyrol;Car;7;August;HolidayFlat;H.Flat Tyrol
Journey513;Wandering;838;3;Tyrol;Car;14;July;HolidayFlat;H.Flat Tyrol
Journey514;Wandering;728;2;Tyrol;Car;14;June;HolidayFlat;H.Flat Tyrol
Journey515;Recreation;729;5;Tyrol;Car;7;May;HolidayFlat;H.Flat Tyrol
Journey516;Recreation;849;6;Tyrol;Car;7;June;HolidayFlat;H.Flat Tyrol
Journey517;Recreation;494;3;Tyrol;Car;7;July;HolidayFlat;H.Flat Tyrol
Journey518;Recreation;599;5;Tyrol;Car;7;August;HolidayFlat;H.Flat Tyrol
Journey519;Recreation;688;2;Tyrol;Car;14;September;HolidayFlat;H.Flat Tyrol
Journey520;Active;789;7;Tyrol;Car;7;June;HolidayFlat;H.Flat Tyrol
Journey521;Active;1538;4;Tyrol;Car;14;July;HolidayFlat;H.Flat Tyrol
Journey522;Bathing;2518;2;Algarve;Plane;14;May;TwoStars;Anlage Aldeia, Algarve
Journey523;Bathing;2562;3;Algarve;Plane;14;June;TwoStars;Anlage Aldeia, Algarve
Journey524;Active;2371;3;Algarve;Plane;7;July;TwoStars;Anlage Aldeia, Algarve
Journey525;Bathing;3271;3;Algarve;Plane;21;September;ThreeStars;Hotel Tropico, Algarve
Journey526;Bathing;3398;2;Algarve;Plane;14;August;ThreeStars;Hotel Tropico, Algarve
Journey527;Bathing;2998;2;Algarve;Plane;14;June;ThreeStars;Hotel Tropico, Algarve
Journey528;Bathing;4253;4;Algarve;Plane;7;July;ThreeStars;Hotel California, Algarve
Journey529;Bathing;3758;2;Algarve;Plane;14;September;ThreeStars;Hotel California, Algarve
Journey530;Active;4885;3;Algarve;Plane;14;June;ThreeStars;Hotel California, Algarve
Journey531;Active;3958;2;Algarve;Plane;21;May;ThreeStars;Hotel California, Algarve
Journey532;Active;2678;2;Algarve;Plane;7;July;ThreeStars;Eurotel Altura, Algarve
Journey533;Recreation;3078;2;Algarve;Plane;14;April;ThreeStars;Eurotel Altura, Algarve
Journey534;Recreation;2158;2;Algarve;Plane;7;October;ThreeStars;Eurotel Altura, Algarve
Journey535;Bathing;3642;3;Algarve;Plane;14;July;FourStars;Hotel Neptuno, Algarve
Journey536;Active;4533;4;Algarve;Plane;14;August;FourStars;Hotel Neptuno, Algarve
Journey537;Bathing;3518;2;Madeira;Plane;14;June;TwoStars;Anlage Canico, Madeira
Journey538;Bathing;3440;3;Madeira;Plane;14;July;TwoStars;Anlage Canico, Madeira
Journey539;Bathing;4126;3;Madeira;Plane;21;August;TwoStars;Anlage Canico, Madeira
Journey540;Active;3518;2;Madeira;Plane;14;September;TwoStars;Anlage Canico, Madeira
Journey541;Bathing;3238;2;Madeira;Plane;14;June;ThreeStars;Hotel Mimosa, Madeira
Journey542;Bathing;4091;4;Madeira;Plane;7;July;ThreeStars;Hotel Mimosa, Madeira
Journey543;Bathing;4452;3;Madeira;Plane;21;September;ThreeStars;Hotel Mimosa, Madeira
Journey544;Active;3598;2;Madeira;Plane;14;August;ThreeStars;Hotel Orca Praia, Madeira
Journey545;Active;4438;2;Madeira;Plane;21;September;ThreeStars;Hotel Orca Praia, Madeira
Journey546;Recreation;4318;2;Madeira;Plane;21;May;ThreeStars;Hotel Orca Praia, Madeira
Journey547;Recreation;3318;2;Madeira;Plane;14;October;ThreeStars;Hotel Orca Praia, Madeira
Journey548;Bathing;2922;3;Madeira;Plane;7;July;FourStars;Hotel Raga, Madeira
Journey549;Bathing;5225;4;Madeira;Plane;14;August;FourStars;Hotel Raga, Madeira
Journey550;Active;3989;2;Madeira;Plane;14;June;FourStars;Hotel Oasis Atlantic, Madeira
Journey551;Active;3897;3;Madeira;Plane;7;July;FourStars;Hotel Oasis Atlantic, Madeira
Journey552;Recreation;469;4;Sweden;Car;7;June;HolidayFlat;H.Flat Sweden
Journey553;Recreation;799;6;Sweden;Car;7;July;HolidayFlat;H.Flat Sweden
Journey554;Recreation;519;5;Sweden;Car;7;August;HolidayFlat;H.Flat Sweden
Journey555;Recreation;539;4;Sweden;Car;7;September;HolidayFlat;H.Flat Sweden
Journey556;Recreation;989;6;Sweden;Car;7;October;HolidayFlat;H.Flat Sweden
Journey557;Recreation;649;6;Sweden;Car;7;August;HolidayFlat;H.Flat Sweden
Journey558;Recreation;779;4;Sweden;Car;7;July;HolidayFlat;H.Flat Sweden
Journey559;Recreation;1578;4;Sweden;Car;14;June;HolidayFlat;H.Flat Sweden
Journey560;Recreation;1538;4;Sweden;Car;14;July;HolidayFlat;H.Flat Sweden
Journey561;Recreation;1318;4;Sweden;Car;14;August;HolidayFlat;H.Flat Sweden
Journey562;Recreation;1178;6;Sweden;Car;14;September;HolidayFlat;H.Flat Sweden
Journey563;Wandering;639;6;Sweden;Car;7;June;HolidayFlat;H.Flat Sweden
Journey564;Wandering;799;6;Sweden;Car;7;July;HolidayFlat;H.Flat Sweden
Journey565;Wandering;789;4;Sweden;Car;7;August;HolidayFlat;H.Flat Sweden
Journey566;Wandering;938;4;Sweden;Car;14;September;HolidayFlat;H.Flat Sweden
Journey567;Wandering;764;3;Alps;Car;7;May;HolidayFlat;H.Flat Switzerland
Journey568;Wandering;494;2;Alps;Car;7;June;HolidayFlat;H.Flat Switzerland
Journey569;Wandering;989;6;Alps;Car;7;July;HolidayFlat;H.Flat Switzerland
Journey570;Wandering;799;4;Alps;Car;7;August;HolidayFlat;H.Flat Switzerland
Journey571;Wandering;839;2;Alps;Car;7;September;HolidayFlat;H.Flat Switzerland
Journey572;Wandering;799;3;Alps;Car;7;June;HolidayFlat;H.Flat Switzerland
Journey573;Wandering;779;6;Alps;Car;7;July;HolidayFlat;H.Flat Switzerland
Journey574;Wandering;529;4;Alps;Car;7;August;HolidayFlat;H.Flat Switzerland
Journey575;Wandering;858;3;Alps;Car;14;September;HolidayFlat;H.Flat Switzerland
